N,M,Result
507,58,155
473,54,359
219,33,189
730,2,437
950,31,413
949,73,661
513,27,251
335,3,296
250,61,197
322,37,318
52,48,36
813,79,309
200,4,147
681,61,222
379,74,322
466,86,350
711,57,404
557,27,371
321,14,200
632,88,500
290,95,139
36,8,14
192,33,115
516,52,271
835,75,430
316,71,185
657,55,121
338,63,17
281,97,264
98,24,79
413,39,70
619,53,500
218,58,186
585,72,81
95,44,53
99,36,14
111,36,20
581,24,301
854,61,8
689,43,675
394,16,371
705,92,606
526,6,400
644,20,209
675,52,234
961,28,858
695,98,131
394,45,249
612,25,114
189,96,12
134,84,94
448,90,174
566,1,566
47,41,38
740,54,506
52,33,19
549,97,262
208,6,142
255,39,163
511,53,384
560,70,456
582,99,547
406,95,90
920,96,10
511,34,284
246,70,182
695,99,280
353,66,56
574,20,45
82,74,57
411,46,12
198,84,37
897,2,771
651,87,345
87,31,59
778,60,676
365,4,298
301,80,210
840,50,43
511,44,290
628,98,195
204,91,114
741,11,280
828,48,613
381,26,183
893,59,169
169,42,161
987,97,39
895,8,322
275,17,42
228,57,92
668,96,308
404,83,314
759,44,578
820,35,222
973,70,177
395,1,395
552,69,471
422,19,221
708,58,349
353,100,127
717,57,29
315,29,130
530,83,75
668,1,668
799,74,492
493,25,441
665,40,439
783,28,209
193,67,87
119,97,31
233,92,160
160,43,6
527,80,93
324,99,100
167,35,76
783,64,725
698,50,622
879,1,879
89,51,8
819,94,257
715,58,40
97,41,92
699,9,203
895,3,289
72,32,5
510,62,35
963,74,318
936,44,817
845,74,614
143,23,87
266,21,62
724,27,441
305,72,191
701,62,435
19,16,5
100,81,37
568,21,433
311,100,241
889,72,31
304,90,222
962,88,507
147,10,132
178,62,79
171,79,29
848,79,583
862,19,623
609,80,403
601,69,405
445,88,54
396,64,270
263,91,129
321,77,249
879,57,478
911,42,690
652,71,382
937,79,485
499,67,257
755,54,571
258,20,134
550,91,95
22,13,22
770,57,51
742,51,675
504,40,363
111,87,90
309,56,41
939,38,353
378,65,139
776,16,341
364,87,106
865,77,468
619,4,409
598,80,127
679,74,451
595,11,41
410,5,316
502,38,457
630,62,34
271,16,41
543,53,508
980,10,857
560,48,99
948,89,697
211,2,167
583,28,95
462,48,21
634,27,58
791,51,108
977,93,204
126,67,22
152,2,49
772,53,306
234,69,35
239,74,3
748,50,235
513,97,482
552,83,273
250,20,226
480,18,231
146,97,134
190,59,149
497,16,269
46,36,7
245,25,196
446,47,262
442,9,179
772,11,621
111,18,102
397,10,123
749,37,573
518,66,129
954,95,849
916,100,138
846,64,709
600,61,403
618,35,322
291,25,291
60,2,57
936,9,717
209,38,23
183,17,84
333,23,193
381,36,326
137,90,79
469,1,469
145,49,16
148,94,91
827,84,314
476,12,330
741,80,182
568,53,169
975,40,745
611,28,277
20,2,9
788,74,471
38,22,34
890,9,303
92,41,75
994,6,245
599,68,503
953,97,629
146,57,40
788,48,308
321,61,281
425,77,94
324,16,296
275,55,216
665,66,395
88,31,2
347,51,199
927,30,652
181,35,41
601,63,591
882,92,303
632,33,161
611,33,96
858,38,852
394,100,110
833,15,52
422,99,130
115,58,22
987,25,873
29,24,13
203,55,56
365,62,192
720,83,283
518,71,198
765,7,510
401,73,119
109,62,42
76,17,1
512,64,500
841,22,114
174,60,156
605,92,528
118,55,96
679,73,300
507,20,337
400,93,271
186,12,169
535,8,273
350,94,314
825,82,348
859,93,265
642,23,214
798,41,81
839,49,92
735,96,429
727,3,584
358,1,358
983,96,328
122,62,35
626,13,343
793,38,32
471,35,74
813,93,178
899,82,376
529,79,357
746,14,732
985,86,681
685,49,194
606,70,180
2,1,2
494,71,19
563,81,76
257,13,113
534,73,20
56,44,40
769,41,466
212,38,137
277,41,83
540,6,484
595,12,151
258,21,158
379,95,277
712,43,268
905,1,905
177,12,61
359,39,282
279,67,251
708,46,534
795,34,278
569,52,316
156,89,44
935,27,357
922,21,633
467,55,281
376,51,234
91,64,51
527,64,426
166,33,146
855,89,515
187,45,101
182,97,21
66,49,10
532,66,529
796,12,476
159,21,114
552,74,252
502,15,369
745,10,207
215,94,90
131,39,9
702,94,639
602,53,209
905,96,401
457,22,14
82,56,62
115,6,51
561,4,177
673,29,8
646,2,269
747,40,186
134,33,126
691,19,440
252,26,241
938,66,101
638,25,131
423,26,60
664,48,175
681,34,114
213,77,101
365,45,85
950,1,950
575,51,25
300,23,70
511,6,310
472,98,234
615,9,124
173,83,163
864,69,452
308,10,277
563,25,81
978,79,858
462,92,105
433,47,92
614,36,476
746,85,384
483,16,45
644,61,611
112,66,18
452,92,102
754,13,653
969,28,117
163,1,163
985,33,658
373,11,67
144,69,142
731,2,439
811,84,608
949,39,165
880,95,233
575,91,110
554,92,456
407,100,207
122,89,74
978,87,698
372,73,320
884,83,274
186,19,75
89,17,55
659,72,427
620,47,548
50,37,16
748,63,487
806,28,48
632,42,376
911,85,354
115,61,111
806,48,373
800,67,701
644,74,499
995,17,346
670,63,518
270,18,116
546,23,378
751,42,562
743,89,136
530,89,164
525,39,208
514,17,237
847,83,665
31,3,1
886,68,214
836,77,779
269,13,269
706,54,119
210,27,182
692,5,71
73,1,73
501,41,135
783,1,783
339,73,45
959,11,71
15,10,7
751,94,161
511,24,258
80,15,16
982,48,823
971,40,585
698,99,577
970,1,970
129,94,105
455,38,104
776,26,470
300,73,86
430,16,129
429,37,191
236,84,193
704,83,380
936,85,632
885,70,530
891,49,21
977,29,618
825,84,146
334,2,157
954,55,476
346,95,47
419,28,37
440,28,191
377,10,308
900,30,748
271,85,13
721,45,356
521,3,499
39,13,1
582,29,511
556,46,427
134,3,88
32,28,25
745,98,713
751,69,696
169,3,35
485,10,99
296,59,195
560,36,286
289,46,8
372,78,293
296,33,190
466,22,212
146,44,26
971,7,201
827,51,318
487,60,9
596,67,189
126,94,78
604,81,476
894,82,861
591,98,234
479,78,173
431,17,241
979,78,704
689,77,101
133,8,13
810,81,320
729,24,614
472,11,307
380,89,342
591,17,449
14,13,7
212,76,100
902,77,670
542,54,18
859,96,398
933,45,891
75,24,41
658,56,24
695,22,25
677,45,470
767,15,667
569,47,510
509,79,332
967,16,815
472,94,391
230,46,152
538,47,159
455,93,263
115,90,113
254,96,60
918,62,180
561,57,106
525,93,419
426,74,184
874,82,105
84,58,18
383,7,68
781,3,746
381,49,330
627,41,217
804,23,315
150,95,49
223,5,6
257,84,235
584,7,530
220,51,132
330,17,52
225,41,202
9,5,8
672,82,480
130,16,104
141,2,27
774,1,774
817,53,302
640,85,367
970,60,953
934,72,528
432,89,101
119,31,22
157,70,95
172,9,70
673,93,505
476,55,305
972,91,655
560,12,314
729,12,429
735,3,608
267,59,170
997,83,227
380,2,249
420,75,155
226,34,61
878,44,80
528,48,203
50,22,34
569,56,556
664,37,247
754,52,31
39,31,18
653,75,137
546,37,130
709,79,456
900,36,308
990,74,358
693,43,157
235,40,149
767,44,166
215,59,214
699,6,224
281,55,269
117,77,92
387,50,284
724,27,441
720,52,481
831,90,534
436,85,75
617,47,407
225,30,223
274,85,268
160,71,113
516,46,193
465,15,292
568,93,41
476,80,44
858,23,730
866,66,762
613,47,219
64,23,42
514,78,422
301,17,194
560,41,433
15,6,7
811,37,541
353,76,314
422,65,196
771,12,176
588,50,242
51,35,38
461,4,294
766,15,652
221,42,12
27,8,7
969,61,630
302,10,217
208,85,155
603,11,129
510,34,250
274,9,97
858,44,77
240,6,112
693,39,52
62,8,26
751,26,578
558,95,137
400,68,245
883,95,518
658,89,289
18,18,8
330,46,18
754,32,649
716,55,622
348,72,15
821,57,566
231,38,198
880,98,162
682,3,449
648,31,501
277,24,37
245,39,24
559,95,232
784,97,655
829,71,419
140,60,140
835,25,661
550,74,104
871,65,143
444,5,52
947,68,694
552,71,474
35,23,7
471,84,194
691,8,293
128,14,31
940,41,688
421,70,3
532,56,134
642,83,603
814,59,632
651,79,617
84,38,5
923,29,8
442,95,106
846,4,627
340,4,198
486,21,278
278,12,146
41,25,12
991,45,634
901,35,468
780,30,479
773,26,392
184,40,182
678,27,589
44,42,19
962,6,53
373,11,67
211,3,161
716,86,315
904,60,718
668,65,40
424,30,277
165,63,55
169,70,120
454,70,112
35,2,7
494,74,150
669,13,252
443,85,229
674,12,463
412,89,18
260,97,119
98,71,27
888,29,807
143,88,143
156,87,23
857,99,22
193,15,175
862,49,364
641,28,493
70,40,70
412,24,186
578,79,359
705,79,140
939,14,80
846,92,451
720,59,435
543,5,4
427,7,376
929,45,711
533,40,494
749,76,470
176,37,174
698,29,36
529,37,44
315,29,130
234,95,56
982,44,941
120,2,113
926,31,606
572,91,411
861,15,472
681,24,166
18,11,12
326,17,311
189,77,66
563,15,223
281,55,269
736,78,457
554,83,439
735,92,493
47,12,10
688,54,542
729,48,508
479,32,281
796,58,179
128,40,91
455,71,112
300,35,185
821,86,107
149,96,63
761,11,500
200,85,88
650,41,522
678,52,390
193,76,77
943,56,939
467,85,453
334,9,6
248,82,144
772,13,124
746,85,384
439,45,192
759,54,28
154,44,76
642,5,499
507,88,267
363,30,26
867,80,627
564,12,362
230,8,44
310,91,107
741,82,500
390,88,231
997,27,78
797,49,497
773,43,670
81,67,77
966,68,70
999,12,202
47,6,27
889,10,842
605,8,260
232,78,62
960,85,781
557,69,262
724,4,139
43,41,10
514,69,500
180,91,46
387,82,306
760,11,489
230,29,107
200,24,100
543,30,509
888,4,795
595,18,139
662,69,193
472,98,234
569,1,569
809,66,343
107,24,92
317,72,121
279,96,51
770,87,31
502,68,465
673,56,194
925,35,394
185,73,57
134,18,26
640,49,634
630,39,258
375,96,143
816,59,750
88,15,51
882,86,223
160,65,3
986,41,657
666,82,655
962,58,105
587,33,503
804,53,425
868,59,461
691,79,433
954,48,444
356,59,157
918,81,426
900,99,761
459,1,459
59,17,52
199,93,42
433,74,272
205,11,186
480,23,382
899,17,607
908,70,345
716,92,197
913,29,641
703,12,117
591,52,300
798,59,492
993,73,972
238,8,108
115,24,63
98,63,89
34,17,30
763,62,633
712,74,106
49,46,31
224,29,160
722,96,635
512,77,232
633,55,99
663,1,663
688,5,51
576,29,337
415,52,131
198,30,46
908,57,341
383,92,33
371,73,247
540,12,74
783,42,375
258,30,5
985,89,120
981,70,737
884,24,327
965,34,807
455,58,41
705,64,189
368,38,104
637,38,531
95,37,56
687,19,364
408,21,402
145,90,93
574,67,470
136,88,85
292,22,123
803,70,678
815,22,378
799,41,122
900,21,171
444,72,194
890,7,577
933,67,90
566,63,134
839,6,269
767,24,25
920,24,282
767,38,609
182,80,143
86,68,18
775,15,12
269,27,111
19,17,9
639,88,482
965,72,867
399,69,258
373,3,55
722,22,619
356,87,132
295,41,250
230,59,214
768,85,743
340,5,313
893,83,129
148,23,56
858,58,460
365,27,176
757,61,547
107,86,27
391,82,245
586,22,221
213,81,6
564,41,33
344,61,18
68,30,57
484,35,46
82,68,1
662,5,599
942,95,655
440,62,1
545,6,514
407,44,277
75,21,30
601,6,298
308,65,53
157,88,22
822,45,266
245,13,206
514,64,115
133,58,70
28,10,8
706,44,434
421,31,268
658,30,396
565,63,71
85,51,67
949,84,816
346,83,3
578,50,326
860,9,33
385,1,385
633,92,5
799,76,403
331,87,27
102,57,10
655,78,388
28,1,28
778,45,682
416,54,372
337,47,194
860,82,693
350,28,52
738,35,471
764,55,308
222,91,42
72,60,45
631,45,357
337,45,233
581,17,279
111,92,4
791,79,180
518,48,247
43,40,41
707,71,205
146,21,142
25,25,8
728,58,67
277,13,103
707,67,470
51,34,32
618,36,2
32,20,3
724,5,231
415,63,358
16,3,8
430,60,267
903,52,291
519,58,337
272,6,38
558,98,445
505,60,89
643,15,205
233,41,72
635,89,186
667,24,505
719,38,268
410,23,104
993,71,222
281,64,261
291,51,203
335,53,205
371,67,308
173,49,113
590,82,69
247,27,38
917,36,3
577,68,182
175,45,104
885,46,797
771,18,589
365,45,85
929,49,44
491,88,355
331,89,231
323,6,25
456,71,183
685,47,354
228,7,187
298,39,186
804,11,185
713,22,421
887,73,710
116,72,80
666,41,524
7,5,6
72,31,69
687,55,424
869,85,350
529,8,225
741,37,277
915,29,699
940,91,607
560,2,97
367,56,245
592,97,443
717,32,199
940,29,501
799,21,601
226,20,212
366,1,366
503,30,345
524,73,351
728,25,318
190,96,108
425,36,311
802,19,313
466,35,368
572,1,572
596,8,188
89,16,85
97,54,23
350,76,86
766,93,548
808,83,725
933,90,930
339,28,93
890,19,279
143,5,6
84,37,10
648,57,213
174,50,42
813,26,643
686,72,354
863,95,365
775,5,486
38,28,16
103,45,9
799,48,37
157,73,70
695,78,126
743,1,743
498,71,303
186,46,4
436,44,292
105,37,23
278,59,276
355,82,272
299,75,26
266,91,137
475,20,188
449,96,251
336,36,134
16,12,1
772,32,467
305,44,46
349,2,187
29,5,28
176,90,163
351,20,179
914,57,683
76,32,58
293,7,132
416,61,223
210,41,23
442,60,113
982,96,232
779,2,535
669,81,6
570,1,570
966,90,102
80,80,56
125,40,97
896,45,140
837,7,206
41,12,28
361,92,247
774,27,292
819,38,206
99,69,41
326,84,239
874,51,151
530,47,318
785,52,90
535,57,274
149,72,80
731,17,193
648,2,273
763,16,133
440,55,158
434,53,79
555,43,442
851,76,222
553,67,189
335,94,270
531,98,513
503,63,437
772,93,337
483,67,169
462,19,89
690,78,430
118,3,40
678,94,448
677,12,499
947,88,144
471,27,107
775,39,295
287,27,35
262,40,241
381,75,44
953,67,484
444,91,362
679,77,19
361,66,226
188,10,43
987,44,178
670,33,101
404,95,306
806,80,746
371,14,213
666,18,136
875,71,272
706,62,39
183,25,123
391,25,88
377,51,285
755,66,680
912,100,653
83,53,51
784,7,643
513,12,284
373,39,95
190,27,42
279,30,92
425,54,16
476,39,299
839,75,730
134,92,27
293,48,130
635,64,403
979,51,880
600,59,567
921,99,107
377,39,251
445,50,283
637,100,20
601,39,359
249,30,243
230,35,108
401,8,141
236,41,195
963,67,193
587,11,545
625,65,484
665,21,657
625,26,54
25,5,8
271,40,68
237,26,94
849,77,95
951,10,567
632,39,336
695,69,433
910,86,840
122,9,61
314,1,314
625,39,63
785,62,453
702,43,544
311,4,82
118,68,51
446,85,38
616,13,213
451,34,169
997,41,113
493,16,205
142,90,110
230,25,59
836,86,567
416,20,338
237,29,75
468,1,468
860,80,67
411,82,283
461,40,92
30,19,27
792,42,753
229,66,199
408,91,70
932,8,618
589,98,38
320,22,123
232,100,156
858,31,283
976,53,683
112,82,3
715,20,259
258,86,71
165,65,165
456,81,86
987,46,851
60,39,9
384,5,186
303,18,134
679,37,126
190,33,49
561,7,369
8,8,4
296,94,75
206,23,163
969,90,372
263,65,1
66,43,40
582,67,430
974,39,170
95,34,32
90,77,73
922,35,289
43,38,7
903,5,278
473,55,140
433,50,123
33,19,21
913,3,343
476,24,399
882,34,728
396,65,145
946,79,253
360,10,138
810,24,257
596,61,159
950,92,126
293,68,186
698,33,337
633,20,623
441,18,439
301,10,207
932,90,840
957,35,573
385,73,134
674,20,142
775,62,611
401,87,263
79,5,33
15,4,13
55,54,6
24,18,9
59,53,49
129,57,39
338,73,311
971,67,729
93,14,88
956,47,3
74,23,65
646,61,88
386,85,344
821,97,232
355,17,129
993,78,813
108,30,45
134,33,126
811,28,188
99,53,81
988,43,286
661,24,361
396,88,367
657,24,265
996,22,768
239,89,221
209,50,61
93,43,8
524,86,403
941,72,92
989,7,327
345,7,176
261,18,218
822,58,59
184,1,184
703,73,673
360,22,327
254,34,43
961,3,487
396,100,310
822,60,115
324,11,229
227,66,67
360,43,151
165,37,106
220,7,131
840,61,8
739,86,104
638,31,191
19,4,13
623,60,412
870,21,433
42,2,21
18,10,3
667,75,527
474,15,427
612,12,355
213,53,188
535,13,314
689,87,299
487,69,137
549,11,127
621,72,252
390,74,371
746,78,497
495,67,485
946,2,869
921,82,357
237,95,105
790,54,141
996,94,595
418,44,350
95,60,3
697,64,380
770,58,244
287,76,81
668,55,59
981,31,406
306,30,14
474,31,116
170,33,111
776,93,709
513,97,482
41,32,21
633,65,376
78,62,73
677,7,587
364,79,132
757,25,297
109,15,72
807,89,397
637,35,360
23,7,1
413,38,249
59,37,19
433,62,7
625,76,609
674,3,425
64,63,28
935,51,541
715,42,509
62,38,47
702,63,482
303,60,248
950,8,762
819,25,261
35,13,24
923,84,501
150,49,113
96,29,62
56,48,10
806,13,566
237,56,104
98,62,86
900,13,66
50,8,41
778,88,748
633,88,588
890,15,18
702,14,116
141,9,102
56,36,4
32,28,25
978,53,789
88,3,55
682,3,449
602,36,44
8,2,1
825,57,794
207,14,147
786,30,659
450,22,317
538,71,26
935,49,338
947,6,917
922,18,820
499,37,476
514,61,165
367,41,249
738,9,554
455,66,348
544,84,235
423,11,213
208,9,1
912,100,653
624,99,498
975,73,638
633,22,18
463,77,354
645,93,531
830,36,390
560,74,287
698,52,48
332,44,277
472,67,387
420,13,238
949,39,165
920,45,306
9,5,8
69,59,57
912,53,128
91,4,90
978,49,529
17,16,10
282,47,85
35,15,12
787,5,546
7,4,2
844,37,101
635,44,3
931,21,822
290,38,106
882,20,399
606,81,32
30,8,1
455,81,5
746,44,6
74,39,13
817,43,179
926,72,879
166,38,83
335,73,92
583,41,234
951,31,444
448,57,222
280,27,132
460,21,205
778,60,676
215,72,145
50,27,1
577,56,434
755,27,543
487,30,357
641,15,175
794,82,239
531,8,241
444,24,91
476,76,206
855,63,855
284,1,284
678,58,1
571,93,320
210,55,25
6,4,5
180,63,136
445,85,399
426,65,30
555,40,291
324,67,269
697,52,694
742,85,44
934,68,747
752,18,247
112,48,102
389,97,104
13,12,10
580,66,375
637,48,187
892,64,176
980,6,161
532,10,41
808,85,206
259,68,83
435,12,287
167,16,113
47,44,8
182,5,23
994,28,817
479,69,71
582,47,550
849,79,662
656,27,652
901,73,842
227,27,209
925,99,503
957,3,475
939,25,626
452,87,452
879,90,585
735,22,178
194,18,127
874,89,478
518,91,390
886,12,730
603,51,268
486,61,454
575,33,107
813,95,640
924,36,255
163,97,83
391,52,98
269,39,186
792,80,423
349,31,322
637,71,602
752,15,442
921,68,787
47,30,1
968,14,486
714,43,354
838,23,270
299,70,81
831,56,817
706,6,266
442,83,79
36,18,13
476,75,324
393,100,10
271,85,13
381,36,326
639,70,624
420,49,246
931,6,821
90,88,60
544,41,327
688,71,256
295,49,141
768,15,682
363,67,139
696,64,316
128,90,67
215,57,20
5,5,2
389,55,255
889,20,539
795,99,505
261,8,35
589,54,284
129,58,100
443,65,263
278,6,74
953,26,800
504,54,75
704,19,687
333,49,115
610,68,40
976,26,438
37,15,5
86,40,7
857,2,691
812,3,40
434,90,240
649,64,11
849,64,52
141,41,4
52,35,21
943,40,422
894,96,246
469,15,352
404,49,284
778,38,255
519,69,330
227,94,110
983,25,773
479,1,479
67,59,8
14,8,7
625,64,392
911,8,450
377,46,40
386,14,39
416,54,372
758,95,130
456,5,112
725,10,7
309,7,244
892,81,135
173,63,49
171,95,114
945,63,238
732,26,84
532,20,321
890,30,448
967,91,200
971,17,913
355,15,256
745,22,398
118,60,103
40,26,13
708,27,9
331,13,197
628,14,419
501,76,146
196,28,46
541,43,385
153,58,85
19,9,17
518,85,373
52,6,5
574,27,265
199,55,38
591,70,329
965,50,883
463,23,455
683,21,369
724,17,74
667,93,615
883,33,102
138,81,26
54,50,36
636,31,129
610,16,434
113,62,67
808,4,475
657,24,265
349,35,288
963,10,687
273,91,235
831,86,137
310,13,240
355,60,81
295,92,70
430,63,34
752,69,13
959,11,71
275,30,248
875,84,75
383,55,310
479,43,261
490,72,235
730,10,57
637,96,590
344,48,18
52,27,3
170,52,76
549,60,78
992,17,295
542,23,286
839,89,781
62,35,26
425,96,136
218,2,181
580,46,400
518,23,264
872,38,525
879,44,124
891,19,298
614,90,351
304,69,13
572,55,366
452,50,184
579,36,402
157,12,151
946,56,163
367,69,340
991,74,432
840,100,452
105,19,90
722,49,601
117,2,107
848,32,475
296,24,205
896,89,668
121,92,109
725,42,208
328,21,171
547,4,121
841,32,251
199,3,125
823,29,614
831,23,109
560,47,87
280,48,82
820,96,22
771,3,716
550,81,142
59,21,31
285,87,45
334,13,236
526,79,120
258,72,175
671,25,296
716,6,326
391,91,127
543,21,456
868,33,487
58,47,5
52,52,41
225,51,165
5,4,1
971,14,528
547,62,205
788,58,508
293,45,140
47,28,10
829,43,695
62,53,25
250,92,30
814,49,526
199,90,175
449,12,6
866,86,597
876,44,869
605,96,4
520,47,372
60,37,56
491,6,190
552,100,438
296,43,34
586,89,111
210,77,82
454,71,41
430,55,46
980,39,404
85,17,73
770,72,592
361,1,361
130,47,51
420,77,133
937,66,35
637,27,139
881,79,601
431,46,82
676,43,116
271,15,220
885,49,618
748,13,575
23,10,11
162,65,133
474,14,413
828,60,475
228,70,107
764,7,503
103,76,16
86,67,78
444,70,311
312,70,69
516,95,442
276,37,102
217,83,128
53,3,20
437,31,337
297,56,279
758,88,519
573,99,233
871,10,662
365,42,305
810,34,788
96,29,62
830,100,288
842,95,81
38,17,26
791,80,343
234,1,234
41,34,17
753,36,10
704,49,429
695,69,433
211,24,159
992,99,425
709,69,700
87,26,82
1000,80,60
813,46,33
953,38,885
563,86,507
726,14,452
261,72,131
694,1,694
245,60,48
832,82,91
328,96,200
528,55,149
667,34,316
26,3,17
234,65,113
127,19,47
565,41,74
103,76,16
131,41,8
327,71,325
924,16,127
637,22,106
627,97,180
539,2,55
150,92,73
267,57,82
339,2,167
629,84,343
63,4,47
643,55,6
416,15,3
176,18,167
911,34,827
943,97,606
56,15,3
757,56,614
53,26,21
790,97,451
94,3,73
314,45,173
291,90,240
377,11,111
15,9,15
395,85,330
989,24,1
154,51,98
563,32,377
726,42,250
91,35,54
219,86,65
24,15,23
391,54,229
484,51,173
947,60,528
317,73,88
440,77,383
366,66,192
94,55,46
922,62,428
639,75,382
804,22,136
698,54,391
810,53,743
14,13,7
344,81,182
32,10,17
996,95,955
743,73,717
729,46,60
105,96,14
918,39,822
589,39,483
734,5,281
853,73,826
573,9,348
24,20,14
113,92,75
528,93,171
521,81,470
147,80,125
900,49,462
700,27,501
744,6,494
712,26,293
820,82,759
631,54,103
738,69,540
761,14,194
393,59,86
45,16,21
117,47,60
49,9,39
763,69,9
658,70,7
678,92,196
164,54,31
779,2,535
826,57,25
226,34,61
637,5,474
740,53,129
244,92,220
963,51,64
150,44,53
391,68,30
423,46,144
224,11,188
512,58,445
286,49,280
26,18,20
952,95,659
822,65,356
132,84,59
416,6,200
905,72,281
18,15,16
989,89,476
397,34,42
949,18,377
823,28,524
896,48,437
926,17,148
594,97,43
805,59,101
459,13,309
678,93,295
299,81,79
465,71,362
140,64,111
140,84,48
858,98,616
454,25,399
566,1,566
310,2,109
813,45,678
98,50,94
725,42,208
392,96,239
664,99,606
680,94,636
640,29,374
712,70,349
34,5,23
58,56,39
815,25,161
33,18,29
841,17,485
835,18,131
140,15,38
902,31,769
45,6,15
554,36,70
691,42,204
474,1,474
882,78,563
154,52,57
525,91,507
643,2,263
536,11,522
742,44,576
810,100,746
781,74,735
381,62,61
969,35,24
293,10,127
537,77,51
294,11,203
995,79,228
945,71,692
303,62,28
644,98,491
421,24,402
523,60,135
201,95,183
642,67,165
591,80,164
109,12,87
204,21,165
469,4,326
551,11,149
274,22,14
926,80,882
645,91,375
977,68,818
681,7,615
666,46,648
299,4,34
58,26,39
634,11,470
959,48,684
54,29,19
370,76,161
984,72,287
940,40,302
945,81,752
807,77,188
928,45,666
380,52,298
447,11,32
621,32,468
728,6,398
942,30,165
692,71,540
782,84,556
297,8,29
574,74,187
663,90,292
742,57,724
524,59,14
130,94,69
925,82,685
527,43,316
545,82,358
274,29,122
592,43,319
76,58,38
721,6,356
